,CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS
57,752,2611600000752,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 119 CAPS INFANTIL MARCELA LUCENA,,,M,,,,,4,70,51110380,RUA MARQUES DE ALEGRETE,S/N,PINA,(81) 33554428,"-8,0862398","-34,8906333",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
58,760,2611600000760,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 161 CS PROF ROMERO MARQUES,,,M,,,,,4,2,50751130,RUA CARLOS GOMES,932,BONGI,(81) 33554440/4264,"-7,7297","-34,8388",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
59,779,2611600000779,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 143 LABORATORIO MUNICIPAL DO RECIFE,,,M,,,,,4,80,50100070,RUA MAJOR CODECEIRA,194,SANTO AMARO,(81) 3355-2022,"-8,0485786","-34,8888724",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,sandra.b.brito@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
60,795,2611600000795,26,261160,,CLINICA OFTALMOLOGICA DE PERNAMBUCO,CLINOPE,,,M,,,,,4,36,50060140,AV MANOEL BORBA,237,BOA VISTA,(81)32024890/4860,"-8,0609812","-34,8878511398",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",35315993000337.0,felipegw@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
61,809,2611600000809,26,261160,10564953000136.0,FUNDACAO DE HEMATOLOGIA E HEMOTERAPIA DE PERNAMBUCO,FUNDACAO HEMOPE,,,E,,,,,3,7,52010300,RUA JOAQUIM NABUCO,171,GRACAS,(81)3824695,"-8,0525982435","-34,8979559541",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,sahc@hemope.pe.gov.br,1147,"1,0","0,0","0,0","1,0","1,0","1,0",,SIM
62,817,2611600000817,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 149 USF MAIS OLINTO OLIVEIRA,,,M,,,,,4,2,50800270,RUA SAO FRANCISCO DE PAULA,47,CAXANGA,(81) 34549229,"-8,03067755","-34,9558032916",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario4@recife.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
63,825,2611600000825,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 155 CS PROF MONTEIRO DE MORAIS,,,M,,,,,4,2,52130000,AV BEBERIBE,4510,BEBERIBE,(81) 33554436,"-8,004053","-34,8968266594",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
64,833,2611600000833,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 137 CS PROF DJAIR BRINDEIRO,,,M,,,,,4,2,51030640,RUA COSMORAMA,S/N,BOA VIAGEM,(81) 33550118/0119,"-8,1402156","-34,9107984",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
65,841,2611600000841,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 150 CS PROFESSOR FERNANDES FIGUEIRAS,,,M,,,,,4,2,50910250,AV SAO PAULO,605,JARDIM SAO PAULO,(81) 33554396,"-8,0811832","-34,9403075",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
66,868,2611600000868,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 142 USF MAIS BIDU KRAUSE,,,M,,,,,4,2,50030903,AVENIDA ONZE DE AGOSTO,440,TOTO,(81)33550301/0300,"-8,0791619","-34,9707953237",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
67,876,2611600000876,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 138 USF DR LUIZ WILSOM,,,M,,,,,4,2,52211130,RUA CHA DE ALEGRIA,S/N,BOMBA DO HEMETERIO,(81) 33554628,"-8,0207812","-34,9047297",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
68,884,2611600000884,26,261160,,PRONTO CLINICA OFTALMOLOGICA LTDA,PCO,,,M,,,,,4,36,50050911,PRACA OSWALDO CRUZ,341,BOA VISTA,(81) 3423-4454,"-8,0551321","-34,8915901923",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,10455350000104.0,pcoftalmo@ig.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
69,892,2611600000892,26,261160,,LABORATORIOS INTEGRADOS DE ANALISES CLINICAS LTDA,LIAC,,,M,,,,,4,39,50050200,RUA JOAO FERNANDES VIEIRA,675,BOA VISTA,(813231-3175,,,4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",11198785000175.0,,2000,,,,,"1,0","0,0",4.0,SIM
70,906,2611600000906,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 321 CENTRAL DE ALERGOLOGIA,,,M,,,,,4,36,50100020,AV JOAO DE BARROS,800,SANTO AMARO,(81) 33552512/2508,"-8,04757425","-34,8895151309",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,alergologia.gp.ds1@bol.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
71,930,2611600000930,26,261160,10565000000192.0,FUNDO MUNICIPAL DE SAUDE,US 164 CENTRO DE REIDRATACAO E URG PED M CRAVO GAMA,,,M,,,,,4,7,50870901,AVENIDA RECIFE,810,ESTANCIA,(81) 33556651/6652,"-8,0627687","-34,887867",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,cravogama@hotmail.com,1244,"0,0","0,0","0,0","0,0","1,0","1,0",,NAO
72,949,3205300000949,32,320530,,ORAL CONCEPT LTDA,ORAL CONCEPT,,,M,,,,,4,36,29055260,RUA ALEIXO NETTO,454,PRAIA DO CANTO,27 - 32224747,"-20,3029607","-40,297155",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,32959511000121.0,francinegamamartins@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
73,957,2611600000957,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 174 USF MAIS SITIO GRANDE,,,M,,,,,4,2,51180260,AV LUXEMBURGO,254,IMBIRIBEIRA,33556685/3472-3007,"-8,1025816","-34,9119688",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
74,965,2611600000965,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 177 USF CHICO MENDES,,,M,,,,,4,2,50875250,RUA DO CAMPO,29,AREIAS,(81) 32322538,"-8,1235427","-34,9539793",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
75,973,1302600000973,13,130260,,CAMILA BANDEIRA SERVICOS MEDICOS LTDA,ENDOCLINIC,,,E,,,,,4,4,69050010,DJALMA BATISTA,1719,CHAPADA,92 84109942,"-3,0914355","-60,0242362",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",19898440000136.0,CONTATO.ENDOCLINIC@GMAIL.COM,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
76,981,2611600000981,26,261160,10572048000128.0,SECRETARIA DE SAUDE,HOSPITAL CORREIA PICANCO,,,E,,,,,4,5,52050150,RUA PADRE ROMA,149,TAMARINEIRA,(81)31843980,"-8,033811","-34,904742",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",9794975002238.0,hospcp@saude.pe.gov.br,1147,"0,0","0,0","0,0","1,0","1,0","1,0",,SIM
77,1015,2611600001015,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 163 HOSPITAL DE PEDIATRIA HELENA MOURA,,,M,,,,,4,7,52051020,RUA CONEGO BARATA,S/N,TAMARINEIRA,33551301/1303,"-8,0232145555","-34,82365",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,HOSPITALPEDHELENAMOURA@HOTMAIL.COM,1244,"0,0","0,0","1,0","1,0","1,0","1,0",,SIM
78,1023,2611600001023,26,261160,,INSTITUTO DE RADIUM E SUPERVOLTAGEM IVO ROESLER,IRSIR,,,E,,,,,4,39,52010010,AV PORTUGAL,163,BOA VISTA,(81)34237755,"-8,0352136","-34,9862299",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11387412000142.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
79,1058,2611600001058,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 121 USF MAIS PROFESSOR BRUNO MAIA,,,M,,,,,4,2,52191098,RUA ALTO DO REFUGIO,S/N,NOVA DESCOBERTA,(81) 33554416,"-8,0003547","-34,924593",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
80,1082,2611600001082,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 104 CS SEBASTIAO IVO RABELO,,,M,,,,,4,2,51290040,AV CAMPINA GRANDE,S/N,COHAB,(81) 33554444/4445,"-8,1196345","-34,947237",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
81,1090,2611600001090,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 126 CS VER ROMILDO GOMES,,,M,,,,,4,2,51150460,RUA JALISCO,S/N,IMBIRIBEIRA,(81) 33554448/4449,"-8,1163765","-34,9119753",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
82,1112,2611600001112,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 186 USF MAIS JARDIM UCHOA,,,M,,,,,4,2,50780280,RUA JUPIRACY,S/N,AREIAS,(81) 33556211,"-8,0545","-34,881",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","0,0","0,0",,SIM
83,1120,2611600001120,26,261160,,REAL HOSPITAL PORTUGUES DE BENEFICIENCIA EM PE,REAL HOSPITAL PORTUGUES,,,D,,,,,3,5,52010902,AV GOVERNADOR AGAMENON MAGALHAES,4760,PAISSANDU,(81)34161122,"-8,0638166937","-34,8981893063",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10892164000124.0,provedoria@rhp.com.br,3999,"1,0","1,0","1,0","1,0","1,0","1,0",,SIM
84,1139,2611600001139,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 166 POLICLINICA CENTRO,,,M,,,,,4,4,50010070,RUA 1 DE MARCO,90,SANTO ANTONIO,(81) 33556703/6375,"-8,0627624","-34,888941",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,p.centro@bool.com.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
85,1147,2611600001147,26,261160,,LABORATORIO DE ANALISES CLINICAS LOUIS PASTEUR LTDA,LABORATORIO DE ANALISES CLINICAS LOUIS PASTEUR,,,M,,,,,4,39,50050540,AV VISCONDE DE SUASSUNA,704,SANTO AMARO,(81) 3231-6960,"-8,0512549","-34,8877605494",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11534534000114.0,laclouispasteur@hotmail.com,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
86,1155,2611600001155,26,261160,24416174000106.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,DEPARTAMENTO DE QUALIDADE DE VIDA,,,M,,,,,4,36,52171030,RUA MANUEL DE MEDEIROS,S/N,DOIS IRMAOS,(81) 33206156-332061,"-8,0207371","-34,9551836",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,dqv.sugep@ufrpe.br,1104,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,NAO
87,1163,2611600001163,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 109 CS FRANCISCO PIGNATARI,,,M,,,,,3,2,52070000,ESTRADA DO ARRAIAL,S/N,CASA AMARELA,(81) 33554400,"-8,0283636","-34,9209187",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
88,1198,2611600001198,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 113 CS DR ARISTARCHO DOURADO DE AZEVEDO,,,M,,,,,4,2,51250370,RUA BAHIA,29,JORDAO BAIXO,(81) 33554381,"-8,1330309","-34,9364028",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
89,1201,2931350001201,29,293135,13650403000128.0,MUNICIPIO DE TEIXEIRAD E FREITAS,PSF RESIDENCIAL CASTELINHO,,,M,,,,,4,2,45999000,RUA,,RESIDENCIAL CASTELIN,,"-17,5532395885","-39,7175717354",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","0,0","0,0",,SIM
90,1236,2611600001236,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 152 CS INA ROSA BORGES,,,M,,,,,4,2,52081170,RUA SENADOR MILTON CAMPOS,S/N,VASCO DA GAMA,(81) 3355-4408/4409,"-8,0152924","-34,9220422",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
91,1244,2611600001244,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 175 USF DR DIOGENES CAVALCANTI,,,M,,,,,4,2,52091260,RUA ALTO DA BRASILEIRA,1002,NOVA DESCOBERTA,(81) 33556402,"-8,0005081","-34,9322611",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
92,1252,2611600001252,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 218 USF COQUE,,,M,,,,,4,2,50080730,RUA GUAPIRAMA,65,ILHA JOANA BEZERRA,(81) 33554656,"-8,0714977","-34,8998056886",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario@recife.pe.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
93,1279,2931350001279,29,293135,,FUNDACAO PIO XII,FUNDACAO PIO XII,,,E,,,,,4,36,45990289,PRESIDENTE GETULIO VARGAS,1732,BELA VISTA,17 33216603,"-17,5349794205","-39,7258543968",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,49150352003138.0,contabilidade@hcancerbarretos.com.br,3069,"0,0","0,0","0,0","0,0","0,0","0,0",8.0,SIM
94,1309,2611600001309,26,261160,,SERVICO DE RADIOLOGIA HOSPITALAR LTDA,CLIMAPE,,,M,,,,,4,39,50070000,RUA DAS NIFAS,120,BOA VISTA,(81)3222-3745,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11284304000144.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,NAO
95,1317,2611600001317,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 120 CS MARIO MONTEIRO MELO,,,M,,,,,4,2,52090003,RUA NOVA DESCOBERTA,99,NOVA DESCOBERTA,(81) 33554385,"-8,0011125","-34,9235438",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
96,1341,2611600001341,26,261160,,CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO LTDA,CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO,,,M,,,,,4,39,50610240,RUA 19 DE NOVEMBRO,48,MADALENA,(81) 3227-7971-32283,"-8,0128779","-34,8745569",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,8734790000140.0,clinicansc@gmail.com / renatamtg@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
97,1368,2611600001368,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 158 CS PAM CEASA,,,M,,,,,4,2,50790900,RODOVIA BR 101SUL,11606,CURADO,(81) 33550090/0091,"-8,05455","-34,881",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,CSCEASA.DSV@GMAIL.COM,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
98,1384,2611600001384,26,261160,,CLINICA DE RADIODIAGNOSTICO BOA VIAGEM LTDA,CLINICA DE RADIODIAGNOSTICO BOA VIAGEM,,,M,,,,,4,39,51111021,AV ENG DOMINGOS FERREIRA,1971,BOA VIAGEM,(81)3325-4712,"-8,0511473","-34,89721",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11222619000167.0,clinicar@hotlink.com.br,2062,,,,,"1,0","0,0",,NAO
99,1392,2611600001392,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 148 USF MAIS DOM MIGUEL DE LIMA VALVERDE,,,M,,,,,4,2,51030450,RUA FELICIANO JOSE DE FARIAS,195,BOA VIAGEM,(81)3355-0061,"-8,1331352","-34,9047626",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,distsanitario6@recife.pe.gov.b,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
100,1414,2611600001414,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 117 USF MAIS GASPAR REGUEIRA COSTA,,,M,,,,,4,2,50900110,RUA PADRE DIOGO RODRIGUES,144,BARRO,(81) 33554404,"-8,0888796","-34,9379383",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
101,1430,2611600001430,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 129 AMEM AMBULATORIO ESPECIALIZADO DA MULHER,,,M,,,,,4,36,52050150,RUA PADRE ROMA,190,TAMARINEIRA,(81) 33552750/2769/,"-8,0337166","-34,9053347",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
102,1449,2611600001449,26,261160,,DAVITA SERVICOS DE NEFROLOGIA TEJIPIO LTDA,DAVITA,,,E,,,,,4,36,50920592,APRIGIO GUIMARAES,61,TEJIPIO,21 39527900,"-8,0876819951","-34,956972599",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",41061292000150.0,JURIDICODAVITA@DAVITA.COM,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
103,1457,2611600001457,26,261160,,CLINICA ODONTOLOGICA E DE DIAGNOSTICO MANOEL BORBA LTDA,DIAGNOFACE,,,M,,,,,4,39,51110160,AV REPUBLICA DO LIBANO,251,PINA,(81) 40620880,"-8,0860101","-34,8945623",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",11735222000179.0,diagnoface.rh@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
104,1465,2611600001465,26,261160,,NUCLEO ATENCAO PSICOSSOCIAL DE PERNAMBUCO LTDA,NAPPE,,,M,,,,,4,7,50050360,RUA CARLOS COELHO,129,BOA VISTA,(81)34237062/7820,"-8,054","-34,881",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,69925667000100.0,napperecife@gmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
105,1473,2611600001473,26,261160,,REDE DOR SAO LUIZ S A,MAXIMAGEM DIAGNOSTICO POR IMAGEM I,,,E,,,,,4,39,50050290,GOVERNADOR AGAMENON MAGALHAES,2291,BOA VISTA,81 30733888,"-8,0591233984","-34,8967409134",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",6047087012498.0,,2046,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
106,1503,2611600001503,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 179 USF MAIS ALTO DO CEU,,,M,,,,,4,2,52130150,RUA CAPITAO SALGUEIRO,267,PORTO DA MADEIRA,(81) 33556206/6598,"-8,0097","-34,8915",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
107,1511,2611600001511,26,261160,10565000000192.0,MUNICIPIO DO RECIFE,US 184 USF VILA UNIAO,,,M,,,,,4,2,50680280,RUA NOVA ALIANCA,S/N,IPUTINGA,(81) 33554716,"-8,0305654","-34,9333551",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
108,1546,2611600001546,26,261160,10572048000128.0,SECRETARIA DE SAUDE,HOSPITAL PSIQUIATRICO ULYSSES PERNAMBUCANO,,,E,,,,,4,7,52020220,ROSA E SILVA,2130,TAMARINEIRA,81 31840310,"-8,03385","-34,902166",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",10572048001604.0,hupdiretoria@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","1,0",,SIM
109,1570,2611600001570,26,261160,,CLINICA PSIQUIATRICA SANTO ANTONIO DE PADUA LTDA,CLINICA PSIQUIATRICA SANTO ANTONIO DE PADUA,,,M,,,,,4,7,52011010,ESTRADA DOS REMEDIOS,1360,AFOGADOS,(81) 3447-0199,,,6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",3030431000199.0,clinicastoantoniopadua@hotmail.com,2062,,,,,"1,0","1,0",8.0,NAO
110,1597,2611600001597,26,261160,10572048000128.0,SECRETARIA DE SAUDE,GRUPAMENTO MEDICO ASSISTENCIAL,,,E,,,,,4,36,50010230,AVENIDA MARTINS DE BARROS,660,SANTO ANTONIO,(81)34241851,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,NAO
111,1600,2611600001600,26,261160,,SERVICO DE DIAGNOSTICO NEUROLOGICO DE PERNAMBUCO,CENTRO DIAGNOSTICO NEUROLOGICO DE PERNAMBUCO,,,M,,,,,4,39,50070540,RUA CAPITAO JOSE DA LUZ,137,ILHA DO LEITE,(81)32214646,"-8,06691526","-34,892639",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",24133472000180.0,sdn@cyb.com.br,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
112,1619,2611600001619,26,261160,,CENTRO DE ANALISES CLINICAS DO NORDESTE LTDA,CECLINE,,,M,,,,,4,39,50070320,RUA PORTO RICO,24,BOA VISTA,(81) 32220481,"-7,9927131","-34,9272304",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,886377000190.0,ceclineltda@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
113,1627,2611600001627,26,261160,,CLINICA RADIOLOGICA SANTO ANTONIO LTDA,CLINICA RADIOLOGICA SANTO ANTONIO,,,M,,,,,4,39,50100080,RUA DR CARLOS CHAGAS,92,SANTO AMARO,(81) 3231-0052,"-8,054","-34,881",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11244357000131.0,,2240,,,,,"1,0","0,0",8.0,NAO
114,1635,2611600001635,26,261160,,LABORATORIO DE ANALISES CLINICAS JOSE ANACLETO FERREIRA,LABORATORIO DR ANACLETO FERREIRA,,,M,,,,,4,39,50050080,RUA DO SOSSEGO,199,BOA VISTA,81) 3222-2769,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,9829698000127.0,elzasmf2@hotmail.com,2240,,,,,"1,0","0,0",8.0,SIM
115,1643,2611600001643,26,261160,,ULTRA DIAGNOSTICOS LTDA,ULTRA DIAGNOSTICOS,,,M,,,,,4,39,50050480,RUA ALMEIDA CUNHA,345,SANTO AMARO,(81) 30320609,"-8,05362505","-34,8880706969",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,8731556000160.0,ultradiagnosticope@hotmail.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
116,1651,2611600001651,26,261160,,LABORATORIO FERNANDO TRAVASSOS SS LTDA,LABORATORIO FERNANDO TRAVASSOS,,,E,,,,,4,39,50070160,AV AGAMENON MAGALHAES,4475,BOA VISTA,(81)21257554,"-8,63929","-34,896898",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,10571107000143.0,,2240,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
117,1678,2611600001678,26,261160,,INSTITUTO DE RADIUM E RADIOLOGIA LTDA,INSTITUTO DE RADIUM E RADIOLOGIA,,,M,,,,,4,39,50040000,RUA CAPITAO JOSE DA LUZ,115,SANTO AMARO,(81) 3222-5424,"-8,06699355","-34,8928463305",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11547130000165.0,ANAPMELO81@HOTMAIL.COM,2062,,,,,"1,0","0,0",,NAO
118,1686,2611600001686,26,261160,,CLINICA DE PULMOES LTDA,CLINICA DE PULMOES,,,M,,,,,4,36,50100080,RUA DR CARLOS CHAGAS,97,SANTO AMARO,3221-5121-32212986,"-8,054","-34,881",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,11515715000101.0,,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
